Name,Phone Number,Email,Credit Score,Age Group,Family Background,Income,Comments,Occupation,Lead Intent
User870,+91-0072531260,user870@yahoo.com,685,36–50,Single,595283,urgent,Lawyer,0
User871,+91-2245496655,user871@test.com,509,26–35,Married,717231,,Retired,0
User872,+91-7377688610,user872@test.com,774,36–50,Single,842476,not interested,Teacher,1
User873,+91-3934115012,user873@test.com,717,36–50,Married with Kids,248188,interested,Retired,1
User874,+91-7895513447,user874@gmail.com,646,26–35,Married,661032,price too high,Software Engineer,1
User875,+91-6240398448,user875@test.com,828,51+,Single,224697,follow up next week,Retired,0
User876,+91-5501870554,user876@yahoo.com,478,26–35,Single,580795,interested,Sales Executive,0
User877,+91-4987966128,user877@test.com,481,36–50,Married with Kids,740360,not urgent,Student,0
User878,+91-0277903075,user878@gmail.com,324,36–50,Married,495340,price too high,Doctor,0
User879,+91-0599485170,user879@test.com,479,26–35,Single,336028,interested,Student,1
User880,+91-0010715831,user880@outlook.com,800,18–25,Single,793411,not interested,Retired,1
User881,+91-0494069650,user881@test.com,460,18–25,Married with Kids,107176,budget approved,Business Owner,1
User882,+91-7930962207,user882@outlook.com,476,18–25,Married,977742,price too high,Lawyer,0
User883,+91-1627742309,user883@outlook.com,584,18–25,Married,876653,not interested,Sales Executive,0
User884,+91-1563379493,user884@yahoo.com,362,26–35,Single,558034,need more info,Sales Executive,1
User885,+91-1059810604,user885@outlook.com,455,51+,Married,613611,not interested,Teacher,1
User886,+91-8310989157,user886@yahoo.com,768,18–25,Married,249748,follow up next week,Teacher,1
User887,+91-0376238865,user887@gmail.com,348,36–50,Married,145177,,AccountantCivil Engineer,0
User888,+91-3494787085,user888@outlook.com,383,18–25,Married,583512,not urgent,Software Engineer,1
User889,+91-0289188575,user889@yahoo.com,660,51+,Married,210623,budget approved,AccountantCivil Engineer,0
User890,+91-8847301573,user890@test.com,447,26–35,Married,625285,not interested,Doctor,0
User891,+91-5988273171,user891@yahoo.com,641,51+,Married,552546,,Doctor,0
User892,+91-2561311411,user892@outlook.com,775,51+,Single,596184,not interested,Student,0
User893,+91-0790470843,user893@gmail.com,362,51+,Single,744467,call me now,Doctor,0
User894,+91-8555067209,user894@gmail.com,659,18–25,Married,347439,budget approved,Doctor,0
User895,+91-7844182867,user895@outlook.com,626,18–25,Married,744691,interested,Software Engineer,0
User896,+91-5867515279,user896@yahoo.com,440,51+,Married with Kids,195287,not urgent,Student,0
User897,+91-0079284827,user897@test.com,514,26–35,Single,219574,call me now,Sales Executive,1
User898,+91-3429388931,user898@gmail.com,734,18–25,Married with Kids,880751,not urgent,Student,0
User899,+91-3034160172,user899@test.com,617,26–35,Single,221509,,Doctor,1
User900,+91-4749054954,user900@outlook.com,331,18–25,Married with Kids,447591,follow up next week,Sales Executive,1
User901,+91-3548604502,user901@yahoo.com,584,26–35,Married with Kids,995954,budget approved,Teacher,0
User902,+91-5593001382,user902@gmail.com,604,18–25,Married with Kids,549181,urgent,Doctor,1
User903,+91-5425290448,user903@gmail.com,728,51+,Single,443288,follow up next week,Lawyer,1
User904,+91-8779617375,user904@outlook.com,776,36–50,Single,872793,urgent,Retired,0
User905,+91-9286229138,user905@yahoo.com,585,36–50,Married,292589,interested,Lawyer,1
User906,+91-3840853474,user906@yahoo.com,443,26–35,Single,979125,call me now,Business Owner,0
User907,+91-0702872616,user907@gmail.com,723,26–35,Single,456459,interested,Student,1
User908,+91-8887398686,user908@gmail.com,318,51+,Single,588720,interested,AccountantCivil Engineer,1
User909,+91-0400714439,user909@yahoo.com,317,51+,Single,913819,need more info,Teacher,1
User910,+91-5816950937,user910@outlook.com,670,26–35,Married,104090,need more info,Student,0
User911,+91-7687557378,user911@outlook.com,474,36–50,Married,518161,need more info,AccountantCivil Engineer,0
User912,+91-9933158136,user912@gmail.com,493,51+,Single,926671,price too high,AccountantCivil Engineer,0
User913,+91-5620506760,user913@test.com,801,26–35,Married with Kids,103743,,Business Owner,1
User914,+91-9469395759,user914@outlook.com,412,51+,Married with Kids,130924,not urgent,Sales Executive,1
User915,+91-9650494928,user915@yahoo.com,413,51+,Single,241268,call me now,Doctor,1
User916,+91-0149615254,user916@gmail.com,521,18–25,Married,978247,need more info,Business Owner,1
User917,+91-4120224202,user917@outlook.com,563,51+,Married with Kids,729600,need more info,Software Engineer,0
User918,+91-2245347084,user918@gmail.com,354,26–35,Married,431004,urgent,Lawyer,0
User919,+91-7096497500,user919@yahoo.com,757,51+,Married,840537,price too high,Lawyer,1
User920,+91-2943516567,user920@gmail.com,461,26–35,Married with Kids,848378,not urgent,Sales Executive,1
User921,+91-6154628879,user921@gmail.com,679,18–25,Single,329602,follow up next week,Sales Executive,0
User922,+91-7416506944,user922@test.com,386,18–25,Married,442543,not interested,Student,1
User923,+91-2407851499,user923@yahoo.com,354,36–50,Married with Kids,935227,need more info,Software Engineer,0
User924,+91-7459573745,user924@yahoo.com,775,18–25,Married,937985,not urgent,Business Owner,0
User925,+91-1333425498,user925@test.com,477,18–25,Married with Kids,608928,follow up next week,Lawyer,1
User926,+91-7861737450,user926@gmail.com,690,26–35,Single,203976,budget approved,Sales Executive,1
User927,+91-2950564565,user927@yahoo.com,648,36–50,Single,255183,not urgent,Retired,1
User928,+91-5951472347,user928@gmail.com,307,18–25,Single,737854,,Doctor,1
User929,+91-4016041533,user929@test.com,612,51+,Married,357443,need more info,Student,1
User930,+91-6369999367,user930@test.com,742,36–50,Single,744256,price too high,Doctor,1
User931,+91-0989283961,user931@outlook.com,627,18–25,Single,161600,follow up next week,Sales Executive,0
User932,+91-1953815841,user932@outlook.com,353,36–50,Single,674310,urgent,Teacher,1
User933,+91-3286776805,user933@test.com,538,18–25,Single,758559,follow up next week,Retired,1
User934,+91-3106029534,user934@yahoo.com,528,26–35,Married with Kids,937329,need more info,Teacher,0
User935,+91-2371573559,user935@yahoo.com,350,36–50,Married with Kids,924470,price too high,AccountantCivil Engineer,0
User936,+91-4460162204,user936@test.com,563,36–50,Married,223323,urgent,Sales Executive,0
User937,+91-6478911401,user937@gmail.com,717,18–25,Married with Kids,286110,budget approved,Lawyer,1
User938,+91-2421869794,user938@test.com,395,36–50,Married with Kids,744566,price too high,Business Owner,0
User939,+91-4405817404,user939@test.com,387,18–25,Married with Kids,997486,need more info,Business Owner,1
User940,+91-0694511712,user940@gmail.com,377,51+,Married with Kids,370041,,Business Owner,1
User941,+91-9156593538,user941@outlook.com,587,36–50,Married with Kids,688829,not interested,Business Owner,1
User942,+91-8389604098,user942@test.com,419,36–50,Single,206968,price too high,Retired,1
User943,+91-6991940631,user943@test.com,790,26–35,Married,639180,call me now,Teacher,1
User944,+91-9448051979,user944@outlook.com,751,26–35,Married with Kids,124815,not interested,AccountantCivil Engineer,1
User945,+91-8998344232,user945@yahoo.com,799,36–50,Married with Kids,932044,price too high,Retired,1
User946,+91-3501085271,user946@outlook.com,464,26–35,Married,526573,,Teacher,1
User947,+91-4674004567,user947@gmail.com,481,36–50,Married with Kids,568304,need more info,Doctor,0
User948,+91-0699139296,user948@outlook.com,768,18–25,Married with Kids,902699,interested,Business Owner,1
User949,+91-7970060446,user949@yahoo.com,306,36–50,Married,904700,urgent,Retired,1
User950,+91-6506938711,user950@test.com,629,36–50,Single,738751,price too high,Doctor,0
User951,+91-1063247495,user951@test.com,450,51+,Single,564151,not urgent,Student,0
User952,+91-3895495342,user952@gmail.com,384,26–35,Married,981779,urgent,Student,1
User953,+91-3692455417,user953@yahoo.com,446,26–35,Single,290732,call me now,Lawyer,0
User954,+91-5144647552,user954@yahoo.com,680,51+,Single,296599,not interested,Sales Executive,1
User955,+91-5746138645,user955@gmail.com,847,18–25,Single,294451,need more info,Student,1
User956,+91-4438203025,user956@yahoo.com,584,18–25,Single,456686,price too high,Retired,1
User957,+91-1590703221,user957@test.com,381,18–25,Married with Kids,796631,follow up next week,Teacher,0
User958,+91-9260319230,user958@outlook.com,813,51+,Married,428756,not interested,Software Engineer,0
User959,+91-3142661025,user959@outlook.com,822,36–50,Single,238307,,AccountantCivil Engineer,0
User960,+91-8023460932,user960@yahoo.com,685,18–25,Single,188757,budget approved,Doctor,1
User961,+91-7909739937,user961@gmail.com,770,18–25,Married,509633,follow up next week,Sales Executive,0
User962,+91-7225744870,user962@yahoo.com,418,51+,Married with Kids,984507,follow up next week,Software Engineer,1
User963,+91-3183954135,user963@test.com,695,26–35,Single,396753,interested,Lawyer,0
User964,+91-3212635311,user964@gmail.com,831,51+,Single,989217,not interested,Sales Executive,0
User965,+91-9137190762,user965@yahoo.com,560,26–35,Married with Kids,354200,not urgent,Teacher,0
User966,+91-5218625005,user966@gmail.com,555,18–25,Married,647933,follow up next week,Student,1
User967,+91-5088402471,user967@yahoo.com,525,18–25,Single,556089,call me now,Lawyer,1
User968,+91-6602604184,user968@gmail.com,352,36–50,Single,819918,not interested,Teacher,1
User969,+91-7092043497,user969@outlook.com,799,36–50,Married,424377,follow up next week,Software Engineer,0
User970,+91-5997536923,user970@outlook.com,805,26–35,Married with Kids,473587,need more info,Student,1
User971,+91-4467714463,user971@yahoo.com,663,18–25,Married,254473,need more info,Software Engineer,1
User972,+91-0117563436,user972@test.com,579,18–25,Single,894203,,Business Owner,0
User973,+91-8484147807,user973@yahoo.com,457,51+,Married with Kids,567667,follow up next week,Business Owner,0
User974,+91-8430695785,user974@yahoo.com,358,18–25,Married with Kids,572650,not urgent,Sales Executive,0
User975,+91-8998841771,user975@outlook.com,427,18–25,Married with Kids,560665,call me now,Student,1
User976,+91-6662844365,user976@yahoo.com,414,51+,Married,464745,budget approved,Software Engineer,1
User977,+91-3956364529,user977@outlook.com,508,51+,Married,585820,interested,Software Engineer,0
User978,+91-4036334837,user978@yahoo.com,825,18–25,Married,495158,follow up next week,Software Engineer,0
User979,+91-2545880367,user979@gmail.com,820,36–50,Single,775748,not interested,Sales Executive,1
User980,+91-3072799825,user980@test.com,536,36–50,Married,707539,follow up next week,Business Owner,1
User981,+91-0385117156,user981@yahoo.com,580,18–25,Married with Kids,681330,interested,Retired,1
User982,+91-3708812332,user982@yahoo.com,658,36–50,Single,940172,follow up next week,AccountantCivil Engineer,0
User983,+91-7225152821,user983@yahoo.com,500,51+,Single,296945,follow up next week,Software Engineer,1
User984,+91-3109445207,user984@outlook.com,577,36–50,Single,671312,need more info,Retired,0
User985,+91-3575229846,user985@gmail.com,534,18–25,Married with Kids,778810,price too high,AccountantCivil Engineer,1
User986,+91-1911566943,user986@yahoo.com,793,36–50,Married,681253,urgent,Sales Executive,0
User987,+91-7791360164,user987@gmail.com,303,18–25,Married with Kids,372201,budget approved,Retired,1
User988,+91-7553750126,user988@test.com,741,36–50,Married,848609,need more info,Teacher,1
User989,+91-1850888572,user989@yahoo.com,328,18–25,Single,895415,need more info,Doctor,0
User990,+91-5910173341,user990@outlook.com,408,18–25,Single,492613,,Business Owner,1
User991,+91-8089742051,user991@gmail.com,374,36–50,Married with Kids,644283,follow up next week,Doctor,1
User992,+91-9643059718,user992@gmail.com,445,36–50,Married,214587,urgent,Teacher,1
User993,+91-9994909685,user993@test.com,427,51+,Single,333076,need more info,Business Owner,1
User994,+91-8049039731,user994@outlook.com,341,26–35,Married with Kids,846988,not interested,Student,1
User995,+91-4438275098,user995@yahoo.com,655,18–25,Married with Kids,570897,not urgent,Retired,1
User996,+91-8450785316,user996@outlook.com,340,18–25,Married,138886,not urgent,Teacher,1
User997,+91-5233075917,user997@test.com,333,18–25,Married,451169,call me now,Teacher,0
User998,+91-0744230194,user998@yahoo.com,316,18–25,Married,589788,,Business Owner,0
User999,+91-0992718788,user999@outlook.com,452,36–50,Single,195149,follow up next week,Lawyer,0
User1000,+91-3226943933,user1000@gmail.com,677,36–50,Married with Kids,718308,not interested,AccountantCivil Engineer,1
User1001,+91-5481860873,user1001@yahoo.com,641,26–35,Married,626961,interested,Software Engineer,1
User1002,+91-2221761697,user1002@test.com,326,18–25,Married with Kids,963945,price too high,Sales Executive,1
User1003,+91-1715063614,user1003@yahoo.com,586,26–35,Single,123466,,Student,1
User1004,+91-7045977120,user1004@gmail.com,467,51+,Single,337626,need more info,Software Engineer,1
User1005,+91-5573829398,user1005@test.com,567,26–35,Married,978977,need more info,Teacher,0
User1006,+91-6541711603,user1006@gmail.com,754,26–35,Single,609966,,Business Owner,1
User1007,+91-3311494929,user1007@yahoo.com,700,51+,Married with Kids,674694,not interested,Teacher,1
User1008,+91-7098200055,user1008@gmail.com,775,51+,Married with Kids,496904,not urgent,Retired,0
User1009,+91-0800677833,user1009@outlook.com,429,26–35,Single,693572,not interested,Sales Executive,0
User1010,+91-6273811395,user1010@gmail.com,662,51+,Single,860006,need more info,AccountantCivil Engineer,0
User1011,+91-0176023872,user1011@test.com,591,26–35,Single,637953,not urgent,Business Owner,0
User1012,+91-7605387757,user1012@gmail.com,670,36–50,Married with Kids,644929,price too high,Student,1
User1013,+91-7382170288,user1013@gmail.com,328,36–50,Single,525716,,Retired,1
User1014,+91-6853086772,user1014@outlook.com,448,26–35,Married,660085,not interested,Sales Executive,1
User1015,+91-2811480507,user1015@outlook.com,595,51+,Married,840126,,AccountantCivil Engineer,0
User1016,+91-9416835239,user1016@yahoo.com,310,51+,Married with Kids,408094,price too high,Business Owner,1
User1017,+91-0014329180,user1017@test.com,811,36–50,Single,726627,interested,Teacher,0
User1018,+91-7336700909,user1018@yahoo.com,412,36–50,Single,737719,,Student,1
User1019,+91-6409125211,user1019@outlook.com,486,51+,Single,332275,not urgent,Lawyer,0
User1020,+91-1548982036,user1020@yahoo.com,526,51+,Married,502854,price too high,Software Engineer,1
User1021,+91-0360342220,user1021@gmail.com,609,51+,Married,907605,budget approved,Doctor,0
User1022,+91-3082036876,user1022@gmail.com,397,51+,Married,768582,budget approved,Retired,1
User1023,+91-7129438473,user1023@yahoo.com,354,26–35,Married,281136,need more info,Lawyer,1
User1024,+91-1178380282,user1024@outlook.com,705,51+,Married,268082,urgent,Doctor,1
User1025,+91-5399178973,user1025@outlook.com,368,36–50,Married with Kids,353301,not urgent,Lawyer,0
User1026,+91-0574315806,user1026@test.com,611,36–50,Married with Kids,642383,price too high,Doctor,0
User1027,+91-6668772575,user1027@yahoo.com,588,18–25,Single,223554,not urgent,Doctor,1
User1028,+91-6869112797,user1028@test.com,847,51+,Single,494655,call me now,Teacher,1
User1029,+91-1597507518,user1029@yahoo.com,447,26–35,Married,859277,,Sales Executive,1
User1030,+91-3641809669,user1030@test.com,766,18–25,Single,578766,need more info,Sales Executive,0
User1031,+91-3549869183,user1031@yahoo.com,543,18–25,Married with Kids,713311,not interested,Lawyer,1
User1032,+91-1855333415,user1032@outlook.com,790,26–35,Married with Kids,731469,urgent,Student,1
User1033,+91-2598643830,user1033@outlook.com,806,18–25,Single,322310,urgent,Sales Executive,1
User1034,+91-5379716484,user1034@gmail.com,664,18–25,Married,907032,price too high,Student,0
User1035,+91-9619068033,user1035@test.com,781,36–50,Married with Kids,888898,,Sales Executive,0
User1036,+91-6370398280,user1036@gmail.com,500,18–25,Single,880637,,Retired,1
User1037,+91-8886694716,user1037@gmail.com,453,26–35,Married,599344,price too high,Doctor,0
User1038,+91-5270349410,user1038@test.com,749,51+,Single,800457,price too high,Doctor,1
User1039,+91-0137662856,user1039@gmail.com,800,51+,Married,996366,,Teacher,0
User1040,+91-3754518966,user1040@test.com,372,51+,Married,677564,,Sales Executive,1
User1041,+91-7898477824,user1041@gmail.com,595,36–50,Married with Kids,543333,urgent,Business Owner,0
User1042,+91-9947821115,user1042@gmail.com,316,36–50,Married with Kids,540187,budget approved,Business Owner,1
User1043,+91-3206679485,user1043@test.com,516,36–50,Single,369072,price too high,AccountantCivil Engineer,1
User1044,+91-1596150173,user1044@yahoo.com,360,26–35,Single,941741,follow up next week,Sales Executive,1
User1045,+91-7081330081,user1045@gmail.com,341,51+,Married,305719,price too high,Business Owner,1
User1046,+91-0530867845,user1046@gmail.com,324,26–35,Married with Kids,796248,need more info,Teacher,1
User1047,+91-4037338720,user1047@yahoo.com,338,26–35,Married,850385,need more info,Business Owner,1
User1048,+91-4376497949,user1048@test.com,430,18–25,Married,799192,call me now,Software Engineer,0
User1049,+91-2868164404,user1049@outlook.com,797,51+,Married,216196,,Sales Executive,0
User1050,+91-9507166867,user1050@yahoo.com,528,18–25,Married,109404,not interested,Student,0
User1051,+91-4105654381,user1051@test.com,407,36–50,Married,526855,budget approved,Software Engineer,0
User1052,+91-1323617753,user1052@yahoo.com,471,36–50,Married,833478,need more info,Software Engineer,1
User1053,+91-5605853390,user1053@test.com,734,26–35,Single,553814,budget approved,Sales Executive,1
User1054,+91-8250738607,user1054@gmail.com,777,26–35,Married with Kids,737475,,AccountantCivil Engineer,1
User1055,+91-6727095063,user1055@gmail.com,401,18–25,Married with Kids,996881,urgent,Doctor,1
User1056,+91-6601371541,user1056@outlook.com,823,18–25,Married,651972,price too high,Business Owner,1
User1057,+91-6716703741,user1057@gmail.com,574,26–35,Married,692879,price too high,Business Owner,1
User1058,+91-0151779884,user1058@gmail.com,343,51+,Married,481965,,Business Owner,1
User1059,+91-1200697322,user1059@outlook.com,316,26–35,Married with Kids,833082,,Sales Executive,1
User1060,+91-6207734955,user1060@yahoo.com,629,51+,Married with Kids,364826,,Lawyer,1
User1061,+91-6953631363,user1061@outlook.com,796,18–25,Married,211186,follow up next week,Retired,0
User1062,+91-8186761810,user1062@gmail.com,311,36–50,Married with Kids,867469,call me now,Retired,1
User1063,+91-9035778924,user1063@outlook.com,617,36–50,Married,646120,follow up next week,Business Owner,1
User1064,+91-7576009331,user1064@gmail.com,515,18–25,Married,641285,urgent,Business Owner,0
User1065,+91-4737731811,user1065@yahoo.com,638,18–25,Married,396784,follow up next week,Student,0
User1066,+91-3758464052,user1066@gmail.com,380,36–50,Single,570098,,AccountantCivil Engineer,1
User1067,+91-8220229265,user1067@yahoo.com,784,51+,Married with Kids,140491,interested,Retired,1
User1068,+91-6349509997,user1068@test.com,673,18–25,Married with Kids,163043,price too high,Sales Executive,1
User1069,+91-2501594446,user1069@yahoo.com,499,51+,Married with Kids,998607,need more info,Business Owner,0
User1070,+91-8692499907,user1070@outlook.com,836,51+,Married,228568,not interested,Business Owner,1
User1071,+91-4532247860,user1071@gmail.com,765,36–50,Single,476394,call me now,Retired,0
User1072,+91-6738094239,user1072@gmail.com,388,51+,Married,697013,,Business Owner,0
User1073,+91-7788556981,user1073@outlook.com,567,36–50,Married,228131,,Doctor,1
User1074,+91-8017423999,user1074@gmail.com,788,18–25,Married,145520,interested,Sales Executive,1
User1075,+91-8380163814,user1075@outlook.com,837,26–35,Single,425063,urgent,Sales Executive,1
User1076,+91-0756736361,user1076@outlook.com,346,26–35,Married,734157,not urgent,Business Owner,1
User1077,+91-1108516611,user1077@outlook.com,587,26–35,Married,688730,budget approved,Sales Executive,1
User1078,+91-8591426506,user1078@yahoo.com,315,26–35,Single,885313,interested,Lawyer,1
User1079,+91-5259551745,user1079@yahoo.com,700,26–35,Married,252842,price too high,Sales Executive,0
User1080,+91-1983952338,user1080@yahoo.com,385,26–35,Married,467390,need more info,Doctor,1
User1081,+91-7000329380,user1081@gmail.com,549,51+,Married with Kids,802858,interested,Software Engineer,1
User1082,+91-6324947070,user1082@gmail.com,690,51+,Single,471831,price too high,Software Engineer,1
User1083,+91-9367280329,user1083@test.com,634,26–35,Married with Kids,622485,,AccountantCivil Engineer,1
User1084,+91-7734801139,user1084@test.com,818,18–25,Married,747735,budget approved,Student,0
User1085,+91-2674843528,user1085@yahoo.com,436,18–25,Single,685765,,Doctor,1
User1086,+91-9261807805,user1086@gmail.com,797,51+,Single,624532,urgent,Teacher,1
User1087,+91-9445869131,user1087@test.com,776,51+,Married,965885,not urgent,Student,1
User1088,+91-8423742329,user1088@yahoo.com,522,26–35,Married with Kids,550953,budget approved,Retired,0
User1089,+91-3075401188,user1089@test.com,671,18–25,Married,277561,,Retired,0
User1090,+91-3648369419,user1090@test.com,701,36–50,Single,957735,not interested,Teacher,0
User1091,+91-7936378644,user1091@outlook.com,742,26–35,Single,390534,urgent,Student,0
User1092,+91-6549784540,user1092@yahoo.com,789,51+,Married,634535,price too high,Teacher,1
User1093,+91-0276453434,user1093@outlook.com,572,51+,Married,300123,not interested,Business Owner,1
User1094,+91-0148377248,user1094@outlook.com,825,51+,Married,815079,not interested,Student,1
User1095,+91-7214446947,user1095@outlook.com,458,36–50,Married,527894,urgent,Software Engineer,0
User1096,+91-7723157511,user1096@test.com,451,18–25,Married with Kids,581018,urgent,Student,1
User1097,+91-6630191923,user1097@test.com,487,51+,Married with Kids,307358,not urgent,Doctor,0
User1098,+91-5471156190,user1098@gmail.com,397,26–35,Married with Kids,916015,urgent,Software Engineer,1
User1099,+91-1987380576,user1099@test.com,430,36–50,Married with Kids,616456,price too high,Business Owner,1
User1100,+91-2083457852,user1100@outlook.com,470,18–25,Single,239148,price too high,Doctor,0
User1101,+91-7192175062,user1101@test.com,482,26–35,Single,246123,not urgent,Student,1
User1102,+91-0334435085,user1102@test.com,663,26–35,Married with Kids,497530,not urgent,Retired,0
User1103,+91-0285652771,user1103@gmail.com,338,36–50,Married,652958,interested,Teacher,0
User1104,+91-6656800994,user1104@outlook.com,826,36–50,Single,593973,interested,Software Engineer,0
User1105,+91-1431709570,user1105@test.com,796,36–50,Married,110236,not urgent,Student,1
User1106,+91-9506914676,user1106@gmail.com,815,51+,Married with Kids,135568,price too high,Sales Executive,1
User1107,+91-5719317141,user1107@yahoo.com,648,18–25,Single,731615,call me now,Software Engineer,0
User1108,+91-2897485420,user1108@test.com,696,51+,Single,355745,call me now,Doctor,0
User1109,+91-4842274306,user1109@test.com,460,36–50,Single,472332,budget approved,Retired,1
User1110,+91-6177708703,user1110@yahoo.com,315,36–50,Single,585119,need more info,Retired,1
User1111,+91-9982563426,user1111@gmail.com,792,36–50,Married with Kids,378496,follow up next week,Sales Executive,0
User1112,+91-5190201769,user1112@outlook.com,725,51+,Single,750009,call me now,Doctor,1
User1113,+91-4424020778,user1113@yahoo.com,407,26–35,Married with Kids,359291,budget approved,Student,0
User1114,+91-5162565218,user1114@test.com,749,36–50,Single,538866,urgent,Sales Executive,0
User1115,+91-9353323101,user1115@gmail.com,610,51+,Married with Kids,503562,price too high,Software Engineer,1
User1116,+91-2284363338,user1116@yahoo.com,469,36–50,Married with Kids,780516,budget approved,Sales Executive,0
User1117,+91-9584932574,user1117@outlook.com,845,51+,Married,155904,urgent,AccountantCivil Engineer,1
User1118,+91-5824653690,user1118@outlook.com,713,18–25,Married with Kids,378252,not urgent,Student,1
User1119,+91-2852650682,user1119@outlook.com,550,18–25,Married,622247,follow up next week,Teacher,1
User1120,+91-2881264031,user1120@gmail.com,440,51+,Single,889285,,Business Owner,1
User1121,+91-6919237638,user1121@outlook.com,573,36–50,Married,446300,call me now,Sales Executive,0
User1122,+91-7969203566,user1122@yahoo.com,715,51+,Married with Kids,366320,not urgent,Software Engineer,1
User1123,+91-1009763204,user1123@gmail.com,338,18–25,Married,724747,need more info,Student,0
User1124,+91-5680219437,user1124@gmail.com,328,51+,Single,519136,not interested,Sales Executive,1
User1125,+91-5324405187,user1125@outlook.com,776,18–25,Married,285922,budget approved,Doctor,1
User1126,+91-5658017178,user1126@test.com,617,18–25,Married with Kids,237901,,AccountantCivil Engineer,0
User1127,+91-7465755680,user1127@yahoo.com,544,26–35,Married with Kids,223225,need more info,Business Owner,0
User1128,+91-6631278835,user1128@outlook.com,571,36–50,Single,593406,not urgent,Retired,0
User1129,+91-0527713759,user1129@gmail.com,739,51+,Single,860135,follow up next week,Lawyer,1
User1130,+91-4924982639,user1130@test.com,538,36–50,Married,321738,call me now,Teacher,0
User1131,+91-7910458283,user1131@outlook.com,676,36–50,Single,735181,not urgent,Doctor,1
User1132,+91-6832470302,user1132@test.com,565,18–25,Married with Kids,960359,call me now,Business Owner,0
User1133,+91-5269359821,user1133@yahoo.com,658,18–25,Married,578076,budget approved,Student,1
User1134,+91-9400585842,user1134@yahoo.com,639,51+,Married,342726,budget approved,AccountantCivil Engineer,0
User1135,+91-5191928753,user1135@outlook.com,688,51+,Married,402811,not interested,Doctor,0
User1136,+91-6406966788,user1136@gmail.com,302,51+,Married,821202,follow up next week,Software Engineer,0
User1137,+91-9735579694,user1137@yahoo.com,728,18–25,Single,529059,need more info,Software Engineer,1
User1138,+91-0357295817,user1138@outlook.com,441,26–35,Married,806168,price too high,Teacher,1
User1139,+91-9173274073,user1139@gmail.com,675,51+,Married,523759,not interested,AccountantCivil Engineer,0
User1140,+91-5557880269,user1140@gmail.com,623,18–25,Married,565996,not interested,Doctor,1
User1141,+91-9249757988,user1141@test.com,445,26–35,Married with Kids,106611,urgent,Business Owner,0
User1142,+91-8578491025,user1142@yahoo.com,592,36–50,Married with Kids,450386,budget approved,Teacher,1
User1143,+91-5888939678,user1143@yahoo.com,731,18–25,Single,971044,not interested,Teacher,1
User1144,+91-2184811218,user1144@yahoo.com,698,51+,Married with Kids,933334,not urgent,Doctor,0
User1145,+91-0970344044,user1145@test.com,643,51+,Married with Kids,871812,not interested,Software Engineer,1
User1146,+91-3653752359,user1146@test.com,439,26–35,Single,395187,call me now,Teacher,0
User1147,+91-4444961048,user1147@test.com,486,26–35,Single,236343,budget approved,AccountantCivil Engineer,0
User1148,+91-8404746048,user1148@test.com,360,18–25,Married,959299,not interested,Doctor,0
User1149,+91-5658963554,user1149@test.com,679,26–35,Married,439233,,Sales Executive,0
User1150,+91-4787230403,user1150@yahoo.com,739,18–25,Single,945177,interested,Teacher,0
User1151,+91-0088017661,user1151@gmail.com,618,26–35,Married,590092,follow up next week,Student,0
User1152,+91-6316207103,user1152@yahoo.com,601,36–50,Married,290191,follow up next week,Lawyer,1
User1153,+91-8429556995,user1153@gmail.com,643,51+,Married,766933,not interested,Doctor,1
User1154,+91-3878727115,user1154@yahoo.com,310,51+,Single,776769,,AccountantCivil Engineer,1
User1155,+91-5171836364,user1155@gmail.com,361,36–50,Married with Kids,972402,budget approved,Student,1
User1156,+91-9234657189,user1156@test.com,525,51+,Married with Kids,386608,,Retired,1
User1157,+91-8585927942,user1157@yahoo.com,452,51+,Single,349220,not urgent,Software Engineer,1
User1158,+91-4230425448,user1158@outlook.com,609,51+,Single,536056,price too high,Lawyer,0
User1159,+91-7882536708,user1159@gmail.com,542,51+,Married,742811,interested,Sales Executive,1
User1160,+91-8025542218,user1160@test.com,792,36–50,Single,644950,interested,Sales Executive,0
User1161,+91-6446785577,user1161@gmail.com,665,18–25,Single,904660,not urgent,Retired,0
User1162,+91-0904033698,user1162@test.com,629,51+,Single,685009,price too high,Software Engineer,0
User1163,+91-8843557102,user1163@test.com,406,36–50,Single,762746,price too high,AccountantCivil Engineer,1
User1164,+91-5094789953,user1164@yahoo.com,525,51+,Married,893294,not urgent,Software Engineer,0
User1165,+91-0674424823,user1165@gmail.com,517,36–50,Married,664396,,Sales Executive,1
User1166,+91-3581988191,user1166@test.com,805,36–50,Single,191788,not urgent,Retired,1
User1167,+91-1491496015,user1167@gmail.com,558,18–25,Single,568239,need more info,Lawyer,1
User1168,+91-1317552194,user1168@outlook.com,816,26–35,Married with Kids,344437,,Retired,0
User1169,+91-4187482023,user1169@gmail.com,353,18–25,Married with Kids,861299,call me now,Doctor,0
User1170,+91-1363605320,user1170@outlook.com,346,18–25,Single,966572,not interested,Business Owner,1
User1171,+91-7826280204,user1171@gmail.com,820,51+,Married with Kids,782561,need more info,AccountantCivil Engineer,1
User1172,+91-1104040954,user1172@outlook.com,398,36–50,Married with Kids,955010,need more info,Software Engineer,1
User1173,+91-5597521862,user1173@test.com,319,26–35,Married,149966,call me now,Business Owner,0
User1174,+91-4508978172,user1174@gmail.com,789,36–50,Married,285846,call me now,Student,0
